"country","dose_per_1000"
"Albania",472.015154667851
"Algeria",102.153910969488
"Argentina",136.326029584427
"Armenia",48.6593898913143
"Australia",231.106682853597
"Austria",0
"Azerbaijan",37.0258766834942
"Bahamas",45.3014133560051
"Bangladesh",0
"Belarus",0
"Belgium",0.200217924838169
"Benin",0
"Bolivia",3.65734867982717
"Botswana",194.033691948378
"Brazil",13.4950523355422
"Bulgaria",0
"Burkina_Faso",4.95919285115032
"Cambodia",1.60852130245187
"Cameroon",2.81068629037789
"Canada",0.788207126476208
"Cape_Verde",16.2920477445357
"Chile",22.329397040226
"China",8.22381137134774
"Colombia",1.69797473294813
"Costa_Rica",0
"Croatia",138.995323666951
"Denmark",296.595737636511
"Dominican_Republic",192.821144393492
"Ecuador",0.0668607150313793
"Egypt",26.1831188330203
"Estonia",19.5082892096532
"Ethiopia",299.729452321764
"Fiji",202.590783232815
"Finland",0
"France",6.39339336158389
"Georgia",18.4219984797202
"Germany",0
"Ghana",233.678107064525
"Greece",312.500027938268
"Guatemala",116.289863505944
"Guinea",0.991451935652832
"Guyana",39.2198488416652
"Haiti",335.696397835245
"Honduras",23.215877919306
"Hungary",66.1611951358289
"Iceland",48.9908807309724
"India",0
"Indonesia",131.251409425086
"Iran",280.40711258923
"Iraq",36.3227892745574
"Ireland",11.6941881601324
"Israel",0
"Italy",15.1815415204319
"Jamaica",7.477008285311
"Japan",55.9502903933811
"Jordan",234.483594203026
"Kazakhstan",73.3092986004961
"Kenya",0
"Kyrgyzstan",151.091430447489
"Latvia",0
"Lebanon",12.9586049643736
"Lesotho",0
"Liberia",44.8913715987945
"Lithuania",0
"Malaysia",18.8319550463816
"Maldives",36.8361512056859
"Malta",9.9972978669659
"Mauritania",101.038454941652
"Mexico",0.164763693761316
"Mongolia",13.0510667849034
"Montenegro",155.973958142797
"Morocco",44.819947785616
"Mozambique",3.55351703590615
"Namibia",12.7628355159191
"Nepal",0.17740703911806
"Netherlands",5.56242360358832
"New_Zealand",29.1907592687791
"Nicaragua",1.43722670066219
"Niger",0
"Nigeria",16.0880609652837
"Oman",71.4143398012305
"Pakistan",0.669627949424763
"Panama",122.418622520284
"Paraguay",0
"Peru",2.20745302065929
"Philippines",213.28328285629
"Poland",223.540192930869
"Portugal",1.06716804161567
"Qatar",42.053286544429
"Republic_of_Congo",78.4843434947934
"Republic_of_Korea",0
"Romania",199.505532529886
"Russia",1.9490884734049
"Rwanda",0.0296966617222876
"Sao_Tome_and_Principe",12.0356491598471
"Saudi_Arabia",131.162986878057
"Senegal",195.73999454322
"Serbia",35.2760571923571
"Sierra_Leone",21.489721861247
"Singapore",38.2306587099929
"Slovakia",79.4161327575829
"Slovenia",89.0282731174703
"Solomon_Islands",2.76706309457268
"South_Africa",7.80759428384069
"Spain",0
"Sri_Lanka",0
"Suriname",0
"Sweden",0.203480822903548
"Switzerland",506.911762331796
"Syrian_Arab_Republic",132.818664158881
"Tajikistan",224.989453595536
"Tanzania",146.232504048654
"Thailand",121.448606671324
"Tunisia",0.633878145730347
"Turkey",174.381037638449
"Uganda",0
"Ukraine",71.0471725461247
"United_Arab_Emirates",15.3209678978939
"United_Kingdom",0
"Uruguay",316.826889572944
"USA",1.29044821160997
"Uzbekistan",0
"Venezuela",98.4569313138131
"Vietnam",39.3978553456176
"Yemen",246.711873876181
"Zambia",154.513836536201
"Zimbabwe",6.74766783730373
